"","state","county","year_court_estab","felonies","misdemeanors","court","year","population","per_capita_income","percent_employed","prop_17","prop_64","prop_65","graduate_hs","graduate_college","death_rate","percent_male","percent_white","percent_black","average_age","avg_never_married","avg_married","avg_divorced","percent_below_pov","unemployment_rate","homelessness_count","county_fips","years_since","percent_homeless","county_state_code","Group","match"
"89","VA","Halifax",0,0,0,0,2007,35428,9568,0.38163468,0.24382599,0.59153378,0.16464023,0.53351295,0.10222811,142,0.48138326,0.60290015,0.39241552,39.235146,0.22961114,0.57613558,0.060134206,0.136933,6.9,970,83,0,273.79474,"830095680",FALSE,1
"90","OH","Hamilton",2003,1,0,1,2007,855928,15354,0.60567081,0.25966606,0.60708266,0.13325129,0.76080918,0.27773646,99,0.47319528,0.7768994,0.20911931,36.335079,0.29509178,0.50538623,0.091542348,0.10337283,5.1,1046,61,0,12.220654,"6100153540",TRUE,1
"91","MA","Hampden",2009,0,0,0,2007,467756,14029,0.37625518,0.24952774,0.60268456,0.14778769,0.73936224,0.23417909,102,0.47548378,0.84987181,0.07514409,37.105267,0.30314553,0.50454539,0.079900563,0.10884804,5.6,1053,13,-2,22.511738,"1300140290",TRUE,1
"92","FL","Hardee",0,0,0,0,2007,28832,9411,0.17129083,0.29170728,0.55638748,0.15190522,0.54205608,0.11077302,84,0.50694907,0.84014565,0.05302836,36.527206,0.20713753,0.61781669,0.078567065,0.1655104,3.8,904,49,0,313.5405,"490094110",FALSE,1
"93","TX","Harris",2012,1,0,0,2007,3909239,15202,0.5124734,0.28564662,0.64401698,0.070336409,0.73477179,0.27459463,59,0.49685845,0.6472705,0.19203044,32.459816,0.28095233,0.53082591,0.10156986,0.12503545,4.3,10363,201,-5,26.508995,"20100152020",TRUE,1
"94","CT","Hartford",0,0,0,0,2007,874107,18983,0.51277494,0.22581221,0.63374591,0.14044188,0.77887291,0.30699712,96,0.48111549,0.83508945,0.10243806,37.850731,0.30144817,0.52382511,0.080501527,0.060339641,4.9,3563,3,0,40.7616,"300189830",FALSE,1
"95","MN","Hennepin",2003,1,1,1,2007,1133986,18496,0.76257104,0.23130746,0.6554094,0.11328311,0.87679982,0.37147477,76,0.4840304,0.89334881,0.058225684,35.936874,0.32401583,0.50760603,0.091676548,0.063716255,4.1,2984,53,4,26.314259,"5300184960",TRUE,1
"96","VA","Henrico",0,0,0,0,2007,289755,18019,0.58875716,0.22965747,0.6464951,0.12384742,0.81272048,0.31603977,86,0.46452421,0.77314222,0.20115109,36.918571,0.25625581,0.54977047,0.089916207,0.039443657,3,1158,87,0,39.964798,"8700180190",FALSE,1
"97","TX","Hill",0,0,0,0,2007,35223,10703,0.2237162,0.25248656,0.53812718,0.20938627,0.61860675,0.1476952,130,0.47881824,0.8719148,0.092831358,40.635159,0.17415835,0.61913645,0.072088033,0.16315649,4.7,431,217,0,122.36323,"21700107030",FALSE,1
"98","FL","Hillsborough",2016,0,0,0,2007,1169910,14203,0.54230422,0.24251907,0.63502723,0.1224537,0.75464892,0.25891709,87,0.48703921,0.82770658,0.13222525,36.273933,0.25389934,0.54052752,0.11058299,0.095329799,3.4,6483,57,-9,55.41452,"5700142030",TRUE,1
"99","TN","Houston",0,0,0,0,2007,8053,9060,0.14648049,0.24095184,0.58121973,0.17782845,0.54053038,0.078615762,137,0.48475349,0.95825022,0.038187519,40.065689,0.18210749,0.6205799,0.081152759,0.15437225,5.4,2255,83,0,2800.1987,"830090600",FALSE,1
"100","MD","Howard",0,0,0,0,2007,274038,22704,0.56635422,0.25880808,0.68034142,0.060850486,0.90621221,0.49817035,46,0.49780065,0.83222479,0.11754249,33.534763,0.25116971,0.61087704,0.070216544,0.022271236,2.7,175,27,0,6.3859758,"2700227040",FALSE,1
"101","CA","Humboldt",0,0,0,0,2007,128564,12436,0.30414379,0.25694689,0.62022531,0.12282778,0.80713964,0.25072187,88,0.49652445,0.90566498,0.0080592353,35.846176,0.27157557,0.52691966,0.11191957,0.12842618,5.9,907,23,0,70.548523,"2300124360",FALSE,1
"102","LA","Iberville",0,0,0,0,2007,32915,9449,0.33009115,0.29759413,0.59322363,0.10918226,0.59509873,0.098847844,101,0.48446006,0.53203005,0.46329996,33.968887,0.31542438,0.4820767,0.072296426,0.23273391,5.7,1452,47,0,441.13626,"470094490",FALSE,1
"103","CA","Imperial",0,0,0,0,2007,160366,9208,0.2086402,0.34270787,0.55566639,0.10162576,0.54737061,0.15156643,62,0.49246588,0.67349476,0.023988362,32.591751,0.27189094,0.5574789,0.069100276,0.20812723,17.9,342,25,0,21.326216,"250092080",FALSE,1
"104","FL","Indianriver",0,0,0,0,2007,132837,17825,0.35769555,0.19384091,0.53354472,0.27261439,0.7533527,0.236689,133,0.48308355,0.90255851,0.084914863,45.046749,0.16127324,0.63949209,0.08960066,0.058674779,4.7,1734,61,0,130.53592,"6100178250",FALSE,1
"105","UT","Iron",2015,0,0,0,2007,43283,8539,0.36620328,0.35475492,0.5500024,0.095242679,0.8723737,0.2589778,51,0.49747464,0.95829523,0.0020684015,30.803453,0.2743369,0.61178094,0.056424387,0.12389924,2.9,716,21,-8,165.42291,"210085390",TRUE,1
"106","FL","Jackson",0,0,0,0,2007,48955,9654,0.21450152,0.24843505,0.60244107,0.14912386,0.61390632,0.14472879,108,0.50711781,0.72712994,0.26211479,37.761787,0.24689385,0.53513271,0.093184561,0.17322311,3.2,313,63,0,63.936268,"630096540",FALSE,1
"108","OR","Jackson",2015,0,0,0,2007,198346,12492,0.38357389,0.25073606,0.58728456,0.16197938,0.7944026,0.2147837,106,0.4882949,0.95764023,0.0023225788,38.701488,0.19524011,0.5964132,0.11487053,0.097068466,5.6,624,29,-8,31.460176,"2900124920",TRUE,1
"109","FL","Jefferson",0,0,0,0,2007,13854,9744,0.15332861,0.28930596,0.5625,0.14819404,0.6470809,0.17827228,90,0.47813386,0.56072944,0.43351629,36.791607,0.24994157,0.53143257,0.091960736,0.17541483,2.8,590,65,0,425.86978,"650097440",FALSE,1
"110","KY","Jefferson",2012,1,1,0,2007,711766,14067,0.58177996,0.24449836,0.6209746,0.13452703,0.74467999,0.22995873,102,0.47214848,0.81867152,0.17059511,37.248779,0.25937951,0.52360141,0.10768701,0.10892426,5.3,2587,111,-5,36.346214,"11100140670",TRUE,1
"111","MO","Jefferson",0,0,0,0,2007,215904,12226,0.18734975,0.29757264,0.6193313,0.083096042,0.71781456,0.14062759,72,0.49617225,0.98597854,0.0070136539,33.186382,0.20183794,0.63963926,0.086130232,0.060284808,5.2,1504,99,0,69.660591,"9900122260",FALSE,1
"112","KS","Johnson",0,0,0,0,2007,525938,20592,0.64080393,0.26789165,0.63798183,0.09412653,0.91798693,0.4406915,57,0.48333213,0.95413655,0.019481543,34.782196,0.22238368,0.63180184,0.086773813,0.025307354,4.1,234,91,0,4.4491935,"9100205920",FALSE,1
"113","TX","Johnson",0,0,0,0,2007,149540,12054,0.23007256,0.29162765,0.60456955,0.10380281,0.71207845,0.1555271,81,0.49556938,0.92963517,0.025945557,34.68647,0.18313447,0.65038955,0.081535362,0.08770816,4.2,2876,251,0,192.32312,"25100120540",FALSE,1
"114","MI","Kalamazoo",2008,1,1,0,2007,244651,14548,0.49738374,0.24382417,0.64998591,0.10618994,0.84327668,0.30285394,78,0.48146242,0.88369417,0.088979505,34.696659,0.32271987,0.51372284,0.089541294,0.088913068,5.4,614,77,-1,25.096975,"7700145480",TRUE,1
"115","IL","Kane",2006,1,1,1,2007,495416,15890,0.48025805,0.29774374,0.60914224,0.093114018,0.76922143,0.25410831,68,0.49633825,0.84944767,0.059866887,33.44688,0.25843635,0.58884686,0.078798309,0.050025128,4.6,474,89,1,9.5677166,"8900158900",TRUE,1
"116","HI","Kauai",0,0,0,0,2007,62922,14254,0,0.2758075,0.59358698,0.13060555,0.74170429,0.24147443,71,0.50708324,0.34609297,0.0041229459,36.1861,0.26259112,0.58012533,0.084077246,0.050471924,2.7,2320,7,0,368.71048,"700142540",FALSE,1
"117","IL","Kendall",0,0,0,0,2007,97112,16115,0.24469084,0.299216,0.61360466,0.087179355,0.83337557,0.23609954,62,0.50036788,0.96463096,0.005328191,33.857761,0.21879967,0.6544717,0.067320369,0.024677614,4.4,397,93,0,40.880634,"9300161150",FALSE,1
"118","TX","Kendall",0,0,0,0,2007,31229,13426,0.34457469,0.26252657,0.57646173,0.16101173,0.799851,0.230977,91,0.48653096,0.93782985,0.0039755981,38.735622,0.17357467,0.65381253,0.076512769,0.12452561,3.5,12958,259,0,4149.3481,"25900134260",FALSE,1
"119","MI","Kent",2017,1,0,0,2007,602392,14378,0.61172801,0.2827951,0.60932702,0.10787786,0.80188406,0.26755017,72,0.48420495,0.88710445,0.080526374,34.085693,0.27132782,0.56225359,0.088520475,0.069394134,6,912,81,-10,15.139644,"8100143780",TRUE,1
"120","CA","Kern",2015,1,0,0,2007,784687,12154,0.24756153,0.3146168,0.58838922,0.096993983,0.66532975,0.18390286,71,0.50414091,0.69640297,0.055441167,32.77932,0.23823582,0.57672668,0.093393773,0.13707606,8.1,1537,29,-8,19.587427,"2900121540",TRUE,1
"121","CA","Kings",2013,1,1,0,2007,147622,10035,0.16116253,0.30342272,0.61946011,0.077117153,0.64684159,0.13672383,61,0.53956383,0.64222568,0.081236631,31.355261,0.31588706,0.53409892,0.069118217,0.15009096,8.6,1106,31,0,74.921082,"3100100350",TRUE,1
"122","MN","Kittson",0,0,0,0,2007,4482,11050,0.19299462,0.26114097,0.52193516,0.21692388,0.71123123,0.24882519,166,0.49124327,0.993931,0,41.277092,0.19310345,0.64026695,0.039822023,0.083125003,5.8,266,69,0,593.48505,"6900110500",FALSE,1
"123","TN","Knox",0,0,0,0,2007,424716,14007,0.51945055,0.22371474,0.64913672,0.12714855,0.75790143,0.26061615,91,0.47763956,0.89775693,0.088170029,36.978947,0.25736943,0.54605526,0.10175445,0.1021925,3.4,956,93,0,22.509159,"9300140070",FALSE,1
"124","PA","Lackawanna",2006,1,1,1,2007,209339,12358,0.4047133,0.21891536,0.58389145,0.19719319,0.74932927,0.20253675,132,0.46744645,0.98445481,0.0071768044,40.718334,0.27715668,0.52680522,0.061738521,0.077955894,5,222,69,1,10.604809,"6900123580",TRUE,1
"125","FL","Lake",0,0,0,0,2007,302170,12450,0.30945274,0.19896255,0.52631754,0.27471992,0.69808668,0.16668029,136,0.47946799,0.89162022,0.093298003,45.205532,0.14824602,0.65115291,0.080066897,0.07873103,3.4,2019,69,0,66.816696,"6900124500",FALSE,1
"126","NE","Lancaster",0,0,0,0,2007,274333,13803,0.5165441,0.23894291,0.65233266,0.10872445,0.8859269,0.32491443,71,0.48910555,0.94861472,0.021807611,34.634174,0.31701806,0.53028959,0.083210252,0.06038231,2.7,966,109,0,35.212681,"10900138030",FALSE,1
"127","PA","Lancaster",2010,0,0,0,2007,499364,14235,0.44991508,0.26473552,0.60407692,0.13118759,0.708902,0.19392586,88,0.48550454,0.94085693,0.023740487,36.118279,0.24858668,0.60059428,0.061065909,0.053494446,3.5,589,71,-3,11.795003,"7100142350",TRUE,1
"128","OR","Lane",2004,1,0,1,2007,344812,12570,0.38778841,0.24459903,0.62434256,0.13105842,0.83115643,0.26146895,87,0.48703837,0.95364636,0.0074475454,36.582905,0.2568467,0.5510934,0.10996188,0.093782492,5.2,2332,39,0,67.631058,"3900125700",TRUE,1
"129","AL","Lawrence",0,0,0,0,2007,34151,9800,0.17018373,0.27414083,0.60727316,0.11858598,0.56614983,0.080585279,102,0.49192396,0.77945608,0.15225463,35.604958,0.19896081,0.63620001,0.070452496,0.16488433,4.2,265,79,0,77.596558,"790098000",FALSE,1
"130","FL","Lee",2002,1,1,1,2007,585264,15623,0.37753236,0.19566534,0.55664808,0.24768659,0.76236236,0.20985946,117,0.48317134,0.91372162,0.066198565,43.855289,0.17053866,0.63068146,0.093160637,0.061438076,3.9,2382,71,5,40.699581,"7100156230",TRUE,1
"131","MI","Leelanau",0,0,0,0,2007,21891,13307,0.25449264,0.26078537,0.59000421,0.14921038,0.84455746,0.30834222,91,0.49833605,0.96557146,0.00096811278,38.262783,0.19648686,0.6645422,0.066221051,0.060871378,5.5,241,89,0,110.0909,"8900133070",FALSE,1
"132","MI","Lenawee",2015,0,0,0,2007,101184,12654,0.31468365,0.28180069,0.59730422,0.1208951,0.7624439,0.1750847,87,0.49300364,0.94366831,0.015643448,35.510624,0.24376617,0.59111202,0.081473373,0.080655143,8,93,91,-8,9.1911764,"9100126540",TRUE,1
"133","AL","Limestone",0,0,0,0,2007,73909,11696,0.28968319,0.25133464,0.63559622,0.11306918,0.63642204,0.16852351,89,0.50017548,0.86188233,0.13165236,36.016975,0.20802332,0.62358016,0.077411078,0.11186001,3.4,830,83,0,112.30026,"8300116960",FALSE,1
"134","LA","Livingston",0,0,0,0,2007,117028,9946,0.14632902,0.31443724,0.60366392,0.081898876,0.66713524,0.10182524,69,0.49529251,0.93963927,0.055582337,32.68243,0.19647925,0.64259654,0.073484279,0.11549626,3.7,434,63,0,37.08514,"630099460",FALSE,1
"135","MI","Livingston",2009,1,1,0,2007,182933,17327,0.32348999,0.28649747,0.6315794,0.081923127,0.84919,0.25618082,62,0.50487268,0.98202258,0.005819534,34.180199,0.22483036,0.64676958,0.071982868,0.030207479,5.4,63,93,-2,3.4438839,"9300173270",TRUE,1
"136","CA","Losangeles",2003,1,0,1,2007,9734701,16149,0.39151594,0.26244691,0.64045602,0.097097039,0.68823755,0.26676694,66,0.49885097,0.56809318,0.11203381,34.006916,0.34366822,0.47790098,0.087258294,0.11647391,5.1,52956,37,0,54.399204,"3700161490",TRUE,1
"137","VA","Loudoun",0,0,0,0,2007,277459,20757,0.4701204,0.27026901,0.66908938,0.060641594,0.85926938,0.36242625,41,0.49709156,0.89511085,0.071613513,32.980564,0.23808014,0.62457347,0.070386812,0.018073056,2.3,211,107,0,7.6047273,"10700207570",FALSE,1
"138","VA","Louisa",0,0,0,0,2007,31785,12390,0.18420663,0.25205413,0.61057812,0.13736777,0.60872716,0.11891108,91,0.49387455,0.73653138,0.25746617,37.553406,0.22287281,0.59119225,0.069889121,0.089855589,3.1,265,109,0,83.372658,"10900123900",FALSE,1
"139","OH","Lucas",0,0,0,0,2007,466650,13778,0.45642692,0.26454437,0.6058383,0.12961733,0.76639694,0.21750927,100,0.4770796,0.82220387,0.14805748,35.956951,0.282947,0.51230377,0.10368099,0.12046254,6.8,745,95,0,15.964856,"9500137780",FALSE,1
"140","PA","Luzerne",2009,1,1,0,2007,311934,12002,0.36072028,0.21387845,0.58890319,0.19721834,0.7336092,0.18041211,136,0.47300768,0.98097509,0.012061594,41.08556,0.26915649,0.52917969,0.061275546,0.082782649,5.2,188,79,-2,6.026916,"7900120020",TRUE,1
"141","MI","Macomb",2013,1,0,0,2007,828875,16187,0.44697797,0.23927099,0.63742679,0.1233022,0.77583742,0.19751963,85,0.48584473,0.96694452,0.014496794,36.919502,0.25676826,0.57565463,0.082093336,0.040068962,7.2,769,99,-6,9.2776356,"9900161870",TRUE,1
"142","IL","Macon",2008,1,1,0,2007,108722,13762,0.44660681,0.25943211,0.59482449,0.14574338,0.76571828,0.18776658,104,0.4765285,0.87194341,0.12059963,37.668907,0.22578081,0.578255,0.095755108,0.098401889,5.7,347,115,-1,31.916264,"11500137620",TRUE,1
"143","CA","Madera",2015,0,0,0,2007,145223,10856,0.19853559,0.31085253,0.566818,0.12232944,0.62094635,0.16583493,71,0.50188446,0.71936655,0.028311953,34.767578,0.22466703,0.60683656,0.079544231,0.13107814,7.4,4247,39,-8,292.44678,"3900108560",TRUE,1
"144","AR","Madison",0,0,0,0,2007,15538,8548,0.15656739,0.26811844,0.56773973,0.16414185,0.60742831,0.099553362,103,0.49061802,0.98424858,0.00025822001,38.417542,0.1551915,0.68264335,0.06752269,0.17123881,4.1,279,87,0,179.55978,"870085480",FALSE,1
"145","IL","Madison",2007,1,1,0,2007,267105,13272,0.32937193,0.25577158,0.60544139,0.13878702,0.76233888,0.18856955,102,0.4797222,0.9236834,0.064741328,37.150894,0.23270823,0.57867146,0.091624938,0.084840238,5.4,240,119,0,8.9852304,"11900132720",TRUE,1
"146","MS","Madison",0,0,0,0,2007,89505,12020,0.37545079,0.2959252,0.60887831,0.095196493,0.72628075,0.32497555,77,0.47438377,0.55376065,0.44114587,33.012268,0.3053439,0.50964284,0.078458138,0.19774136,4.7,718,89,0,80.218979,"8900120200",FALSE,1
"147","OH","Madison",0,0,0,0,2007,41702,12053,0.26486456,0.24770692,0.65153229,0.10076077,0.6921252,0.12453725,76,0.54186898,0.91580337,0.074565664,35.202629,0.24277751,0.56994766,0.10159065,0.061846875,5.3,3521,97,0,844.32404,"9700120530",FALSE,1
"148","OH","Mahoning",2003,1,0,1,2007,240767,11668,0.35616264,0.24515682,0.58459401,0.17024916,0.75230992,0.17030664,123,0.47221741,0.83498484,0.14984933,39.122723,0.25336531,0.54518104,0.084382445,0.12820829,6.3,249,99,4,10.341949,"9900116680",TRUE,1
"149","FL","Manatee",0,0,0,0,2007,314027,14444,0.32395718,0.19185005,0.52753568,0.28061426,0.74896717,0.20447178,127,0.47304529,0.89901608,0.077465557,45.089909,0.16672309,0.6084106,0.094972134,0.067998849,3.4,1012,81,0,32.226528,"8100144440",FALSE,1
"150","AZ","Maricopa",2003,0,1,1,2007,3872962,14970,0.52439821,0.261906,0.61309665,0.12499735,0.80454928,0.26666424,76,0.49280313,0.84794265,0.034992207,35.517113,0.2560842,0.55389398,0.10692005,0.087726913,3.2,8448,13,0,21.812763,"1300149700",TRUE,1
"151","CA","Marin",2004,0,0,1,2007,246100,28381,0.40862945,0.19094639,0.68663079,0.12242281,0.90650719,0.4823274,77,0.49544972,0.88714278,0.03551561,39.322174,0.28370312,0.51828039,0.11970838,0.029687181,3.6,1002,41,3,40.715157,"4100283810",TRUE,1
"152","FL","Marion",2009,0,1,0,2007,323032,11782,0.31794921,0.22117403,0.55715406,0.22167189,0.69146752,0.16312464,129,0.48150468,0.8576268,0.12751433,42.035954,0.17446855,0.61711639,0.094839603,0.10751255,3.8,480,83,-2,14.859209,"8300117820",TRUE,1
"153","IN","Marion",1996,1,1,1,2007,878190,14614,0.62733155,0.25488642,0.62867385,0.11643976,0.76456612,0.25233638,90,0.47493535,0.77153867,0.21282329,35.432877,0.27777156,0.50268018,0.12409607,0.093016766,4.6,1868,97,0,21.271023,"9700146140",TRUE,1
"154","IL","Mason",0,0,0,0,2007,15048,11036,0.16147274,0.26031101,0.56469357,0.17499539,0.72834581,0.1319202,108,0.48693836,0.99452949,0.00049173273,39.12318,0.18390535,0.6349318,0.078749411,0.12295435,6.6,467,125,0,310.34024,"12500110360",FALSE,1
"155","IL","Mcdonough",0,0,0,0,2007,33080,10089,0.27922484,0.18405969,0.67852682,0.13741346,0.85961062,0.23978686,95,0.49673703,0.93610263,0.035580523,35.343349,0.41220248,0.44649681,0.058967482,0.10802919,4.3,305,109,0,92.200722,"10900100890",FALSE,1
"156","IL","Mchenry",2007,1,1,0,2007,314696,17271,0.40085462,0.29072097,0.61465502,0.09462402,0.84041125,0.26245126,61,0.49965891,0.9762826,0.0016917611,34.090973,0.21183805,0.65051156,0.070750743,0.025277877,4.5,253,111,0,8.039505,"11100172710",TRUE,1
"158","CA","Merced",2012,0,0,0,2007,243083,10606,0.19452026,0.34005034,0.56764179,0.092307866,0.63441813,0.17341639,67,0.50494665,0.67420393,0.04777386,31.604568,0.24932452,0.58322573,0.080575258,0.15434633,10,2641,47,-5,108.64602,"4700106060",TRUE,1
"159","KS","Miami",0,0,0,0,2007,30761,12563,0.24857241,0.27776358,0.58395123,0.13828517,0.77919257,0.17838281,86,0.4916901,0.96458703,0.024077389,37.039803,0.19441514,0.63559651,0.08232943,0.052182015,4.7,937,121,0,304.60648,"12100125630",FALSE,1
"160","MA","Middlesex",2014,0,0,0,2007,1475519,20343,0.53343159,0.20807913,0.66669887,0.12522203,0.84747726,0.39292473,80,0.48138463,0.92058736,0.028771484,37.268795,0.34534115,0.5041734,0.063154332,0.042452518,3.7,2881,17,-7,19.525333,"1700203430",TRUE,1
"161","WI","Milwaukee",0,0,0,0,2007,952185,13383,0.48494333,0.25675848,0.60711056,0.13613093,0.76506257,0.23642908,96,0.47410908,0.74943888,0.20376848,36.200695,0.33202016,0.46802205,0.094575316,0.12553555,5.7,1470,79,0,15.438176,"7900133830",FALSE,1
"162","AZ","Mohave",0,0,0,0,2007,195852,11933,0.3118389,0.22594307,0.56792194,0.20613496,0.72335386,0.14503913,117,0.4979946,0.95012677,0.0032407457,41.868958,0.15211983,0.64134866,0.10924681,0.086825565,4.6,2997,15,0,153.02371,"1500119330",FALSE,1
"163","FL","Monroe",0,0,0,0,2007,73420,18869,0.38034451,0.1737286,0.66662824,0.15964319,0.79401648,0.26179039,91,0.52517176,0.92074233,0.05386804,41.175343,0.21701384,0.56867033,0.12795044,0.070040405,2.2,1121,87,0,152.6832,"8700188690",FALSE,1
"164","IL","Monroe",0,0,0,0,2007,32441,13886,0.22353046,0.26714835,0.59874231,0.13410936,0.76888806,0.19168803,87,0.49183837,0.99286413,0.00057978771,36.970566,0.19990748,0.65500492,0.05852079,0.033491261,4.3,1669,133,0,514.47241,"13300138860",FALSE,1
"165","MI","Monroe",2016,0,0,0,2007,153360,13893,0.26062873,0.28625748,0.61024702,0.10349551,0.74385369,0.16409062,84,0.49288175,0.96872008,0.017507484,34.809155,0.23804846,0.60382879,0.077892482,0.06931781,6.8,142,115,-9,9.2592592,"11500138930",TRUE,1
"166","MD","Montgomery",2016,1,1,0,2007,941491,25591,0.45343298,0.23545264,0.66218507,0.10236227,0.89805436,0.51627934,60,0.48199072,0.76699376,0.12188073,36.158913,0.28242841,0.56702083,0.069207944,0.02749823,2.8,1139,31,0,12.097832,"3100255910",TRUE,1
"167","OH","Montgomery",2003,0,0,1,2007,538123,14495,0.49476045,0.24858446,0.62592429,0.12549123,0.7768293,0.24576904,96,0.47902524,0.80784893,0.17744058,36.540565,0.25803113,0.53846288,0.1100964,0.097538389,6.2,785,113,0,14.587743,"11300144950",TRUE,1
"168","PA","Montgomery",2009,0,0,0,2007,775631,21990,0.67865586,0.22548668,0.62410581,0.15040752,0.84030575,0.36140576,95,0.48074579,0.91443288,0.057695568,38.741497,0.25949717,0.57957149,0.061438575,0.022452598,3.6,526,91,-2,6.7815752,"9100219900",TRUE,1
"169","OR","Multnomah",2008,0,0,0,2007,697048,14462,0.65344149,0.23107211,0.63295466,0.13597323,0.82252073,0.28059614,93,0.48613688,0.86984295,0.060170889,37.114735,0.28688511,0.48464659,0.13139458,0.088842444,4.9,3918,51,-1,56.208469,"5100144620",TRUE,1
"170","MN","Murray",0,0,0,0,2007,8485,10871,0.21149068,0.27122152,0.52267081,0.20610766,0.70298719,0.15803698,99,0.49368531,0.99689442,0,40.581055,0.18623373,0.67798203,0.032738496,0.11098941,4.3,169,101,0,199.17502,"10100108710",FALSE,1
"171","GA","Muscogee",2008,1,0,0,2007,186613,11949,0.44521916,0.27020046,0.62175506,0.10804449,0.72432369,0.20036112,94,0.48596594,0.58993298,0.38019723,34.45145,0.25528243,0.51672262,0.10470312,0.14883798,5.7,540,215,0,28.936892,"21500119490",TRUE,1
"172","MI","Muskegon",2009,0,1,0,2007,174259,11345,0.33610511,0.2809357,0.58824527,0.13081902,0.74160236,0.17863958,90,0.48840442,0.84242338,0.13597052,35.833229,0.24903193,0.55579317,0.10148039,0.12424299,7.3,332,121,-2,19.052101,"12100113450",TRUE,1
"173","CA","Napa",2009,1,1,0,2007,131949,17640,0.37911797,0.23220332,0.60222995,0.16556674,0.79764467,0.28875935,107,0.4955717,0.88899022,0.01086986,39.038982,0.23459274,0.55866224,0.10808685,0.045560952,4,365,55,-2,27.662203,"5500176400",TRUE,1
"174","FL","Nassau",0,0,0,0,2007,68441,13288,0.27432239,0.27090871,0.62750053,0.10159077,0.70522958,0.16095152,82,0.49464053,0.88912404,0.10291072,35.55991,0.19486037,0.61877692,0.10097577,0.082632482,2.8,2743,89,0,400.78314,"8900132880",FALSE,1
"175","DE","Newcastle",2015,0,0,0,2007,527786,17442,0.56083095,0.24002706,0.64608574,0.11388722,0.81077355,0.29213217,83,0.48398447,0.8041684,0.16480294,35.800262,0.29859039,0.52898276,0.081958681,0.050153941,3.7,1061,3,-8,20.102844,"300174420",TRUE,1
"176","GA","Newton",0,0,0,0,2007,95739,11641,0.31266743,0.2792767,0.61521721,0.10550612,0.61058766,0.12175795,85,0.47878397,0.76949388,0.22380884,34.521168,0.22977488,0.58435071,0.08502201,0.11014291,5.7,10255,217,0,1071.1414,"21700116410",FALSE,1
"177","MO","Newton",0,0,0,0,2007,56035,11136,0.34683317,0.26488918,0.5899201,0.14519069,0.73143488,0.16680987,105,0.48698393,0.96748793,0.0039149509,37.477623,0.17358544,0.65063512,0.080687068,0.10902578,4.7,306,145,0,54.608727,"14500111360",FALSE,1
"179","MI","Oakland",2015,0,1,0,2007,1201712,21125,0.64515978,0.24737909,0.6438272,0.10879371,0.84241307,0.34493721,74,0.48627806,0.8957929,0.071510307,36.181351,0.25905642,0.57571298,0.090302192,0.044096451,5.9,1011,125,0,8.4129972,"12500211250",TRUE,1
"180","FL","Okaloosa",2003,1,1,1,2007,180911,13147,0.38570416,0.25953567,0.64782715,0.092637159,0.83379632,0.2584796,69,0.50608587,0.87073642,0.090467118,34.586254,0.20287968,0.6257478,0.097525969,0.078425474,2.5,2179,91,4,120.44597,"9100131470",TRUE,1
"181","WA","Okanogan",0,0,0,0,2007,39589,10346,0.26407796,0.28746626,0.57364321,0.13889055,0.69578159,0.16559041,95,0.50458771,0.82803601,0.0015592204,37.002609,0.19993655,0.60750258,0.095408045,0.169462,6.9,7679,47,0,1939.6802,"4700103460",FALSE,1
"182","OK","Oklahoma",2002,1,0,1,2007,3612186,13794,0.53273875,0.26131943,0.61769879,0.12098177,0.78663385,0.25227997,95,0.48043981,0.7699275,0.1474406,35.781479,0.23466134,0.54363036,0.12568504,0.11294388,4.3,1734,109,5,4.8004174,"10900137940",TRUE,1
"184","CA","Orange",2002,1,1,1,2007,2957902,19890,0.48534322,0.24446766,0.66380537,0.091726974,0.79213458,0.32695413,60,0.50364316,0.78595686,0.017705875,34.518311,0.29861215,0.53535652,0.092765361,0.052249826,3.8,3649,59,0,12.336447,"5900198900",TRUE,1
"185","FL","Orange",2006,1,1,1,2007,1066117,14570,0.68772429,0.23835889,0.65531647,0.10632466,0.78953451,0.26579946,71,0.49603757,0.79567254,0.15216734,35.06633,0.28539097,0.52112603,0.10753906,0.078164287,3.1,3823,95,1,35.859104,"9500145700",TRUE,1
"186","LA","Orleans",2002,1,1,1,2007,288113,11372,0.40990224,0.27460569,0.59528148,0.13011281,0.68969339,0.23659036,111,0.46461129,0.3492468,0.61924827,35.407764,0.37896851,0.37195781,0.09914764,0.2729007,4.9,1619,71,0,56.19323,"7100113720",TRUE,1
"187","VT","Orleans",0,0,0,0,2007,27335,10458,0.28811374,0.28378996,0.58109176,0.13511828,0.71101022,0.18400837,103,0.49299464,0.99251652,0.002037168,36.546295,0.2184654,0.60162514,0.083383322,0.11175662,6,796,19,0,291.20175,"1900104580",FALSE,1
