"","state","county","year_court_estab","felonies","misdemeanors","court","year","population","per_capita_income","percent_employed","prop_17","prop_64","prop_65","graduate_hs","graduate_college","death_rate","percent_male","percent_white","percent_black","average_age","avg_never_married","avg_married","avg_divorced","percent_below_pov","unemployment_rate","homelessness_count","county_fips","years_since","percent_homeless","county_state_code","Group","match"
"1968","IL","Kane",2006,1,1,1,2013,522626,15890,0.48025805,0.29774374,0.60914224,0.093114018,0.76922143,0.25410831,68,0.49633825,0.84944767,0.059866887,33.44688,0.25843635,0.58884686,0.078798309,0.050025128,8.6,451,89,7,8.6294975,"8900158900",TRUE,1
"1969","HI","Kauai",0,0,0,0,2013,69632,14254,0,0.2758075,0.59358698,0.13060555,0.74170429,0.24147443,71,0.50708324,0.34609297,0.0041229459,36.1861,0.26259112,0.58012533,0.084077246,0.050471924,5.4,1779,7,0,255.48598,"700142540",FALSE,1
"1970","IL","Kendall",0,0,0,0,2013,119566,16115,0.24469084,0.299216,0.61360466,0.087179355,0.83337557,0.23609954,62,0.50036788,0.96463096,0.005328191,33.857761,0.21879967,0.6544717,0.067320369,0.024677614,8.4,288,93,0,24.087114,"9300161150",FALSE,1
"1971","TX","Kendall",0,0,0,0,2013,37133,13426,0.34457469,0.26252657,0.57646173,0.16101173,0.799851,0.230977,91,0.48653096,0.93782985,0.0039755981,38.735622,0.17357467,0.65381253,0.076512769,0.12452561,5.1,10128,259,0,2727.4932,"25900134260",FALSE,1
"1972","MI","Kent",2017,1,0,0,2013,624303,14378,0.61172801,0.2827951,0.60932702,0.10787786,0.80188406,0.26755017,72,0.48420495,0.88710445,0.080526374,34.085693,0.27132782,0.56225359,0.088520475,0.069394134,6.2,732,81,-4,11.725076,"8100143780",TRUE,1
"1974","CA","Kern",2015,1,0,0,2013,862000,12154,0.24756153,0.3146168,0.58838922,0.096993983,0.66532975,0.18390286,71,0.50414091,0.69640297,0.055441167,32.77932,0.23823582,0.57672668,0.093393773,0.13707606,11.9,1152,29,-2,13.364269,"2900121540",TRUE,1
"1975","CA","Kings",2013,1,1,0,2013,150337,10035,0.16116253,0.30342272,0.61946011,0.077117153,0.64684159,0.13672383,61,0.53956383,0.64222568,0.081236631,31.355261,0.31588706,0.53409892,0.069118217,0.15009096,13.6,705,31,0,46.894642,"3100100350",TRUE,1
"1976","MN","Kittson",0,0,0,0,2013,4498,11050,0.19299462,0.26114097,0.52193516,0.21692388,0.71123123,0.24882519,166,0.49124327,0.993931,0,41.277092,0.19310345,0.64026695,0.039822023,0.083125003,6.1,253,69,0,562.47223,"6900110500",FALSE,1
"1977","TN","Knox",0,0,0,0,2013,444314,14007,0.51945055,0.22371474,0.64913672,0.12714855,0.75790143,0.26061615,91,0.47763956,0.89775693,0.088170029,36.978947,0.25736943,0.54605526,0.10175445,0.1021925,6.3,993,93,0,22.34906,"9300140070",FALSE,1
"1978","PA","Lackawanna",2006,1,1,1,2013,213725,12358,0.4047133,0.21891536,0.58389145,0.19719319,0.74932927,0.20253675,132,0.46744645,0.98445481,0.0071768044,40.718334,0.27715668,0.52680522,0.061738521,0.077955894,8,252,69,7,11.790853,"6900123580",TRUE,1
"1979","FL","Lake",0,0,0,0,2013,307973,12450,0.30945274,0.19896255,0.52631754,0.27471992,0.69808668,0.16668029,136,0.47946799,0.89162022,0.093298003,45.205532,0.14824602,0.65115291,0.080066897,0.07873103,7.7,709,69,0,23.021498,"6900124500",FALSE,1
"1980","NE","Lancaster",0,0,0,0,2013,297109,13803,0.5165441,0.23894291,0.65233266,0.10872445,0.8859269,0.32491443,71,0.48910555,0.94861472,0.021807611,34.634174,0.31701806,0.53028959,0.083210252,0.06038231,3.4,956,109,0,32.176743,"10900138030",FALSE,1
"1981","PA","Lancaster",2010,0,0,1,2013,530012,14235,0.44991508,0.26473552,0.60407692,0.13118759,0.708902,0.19392586,88,0.48550454,0.94085693,0.023740487,36.118279,0.24858668,0.60059428,0.061065909,0.053494446,5.8,518,71,3,9.7733641,"7100142350",TRUE,1
"1982","OR","Lane",2004,1,0,1,2013,355481,12570,0.38778841,0.24459903,0.62434256,0.13105842,0.83115643,0.26146895,87,0.48703837,0.95364636,0.0074475454,36.582905,0.2568467,0.5510934,0.10996188,0.093782492,7.9,1751,39,0,49.257202,"3900125700",TRUE,1
"1983","AL","Lawrence",0,0,0,0,2013,33575,9800,0.17018373,0.27414083,0.60727316,0.11858598,0.56614983,0.080585279,102,0.49192396,0.77945608,0.15225463,35.604958,0.19896081,0.63620001,0.070452496,0.16488433,8.5,223,79,0,66.418465,"790098000",FALSE,1
"1984","FL","Lee",2002,1,1,1,2013,659834,15623,0.37753236,0.19566534,0.55664808,0.24768659,0.76236236,0.20985946,117,0.48317134,0.91372162,0.066198565,43.855289,0.17053866,0.63068146,0.093160637,0.061438076,7.6,848,71,11,12.851717,"7100156230",TRUE,1
"1985","MI","Leelanau",0,0,0,0,2013,21478,13307,0.25449264,0.26078537,0.59000421,0.14921038,0.84455746,0.30834222,91,0.49833605,0.96557146,0.00096811278,38.262783,0.19648686,0.6645422,0.066221051,0.060871378,7.6,328,89,0,152.7144,"8900133070",FALSE,1
"1986","MI","Lenawee",2015,0,0,0,2013,98822,12654,0.31468365,0.28180069,0.59730422,0.1208951,0.7624439,0.1750847,87,0.49300364,0.94366831,0.015643448,35.510624,0.24376617,0.59111202,0.081473373,0.080655143,7.8,124,91,-2,12.547813,"9100126540",TRUE,1
"1987","AL","Limestone",0,0,0,0,2013,88916,11696,0.28968319,0.25133464,0.63559622,0.11306918,0.63642204,0.16852351,89,0.50017548,0.86188233,0.13165236,36.016975,0.20802332,0.62358016,0.077411078,0.11186001,6.3,586,83,0,65.9049,"8300116960",FALSE,1
"1989","LA","Livingston",0,0,0,0,2013,133668,9946,0.14632902,0.31443724,0.60366392,0.081898876,0.66713524,0.10182524,69,0.49529251,0.93963927,0.055582337,32.68243,0.19647925,0.64259654,0.073484279,0.11549626,5.6,276,63,0,20.648172,"630099460",FALSE,1
"1990","MI","Livingston",2009,1,1,1,2013,184205,17327,0.32348999,0.28649747,0.6315794,0.081923127,0.84919,0.25618082,62,0.50487268,0.98202258,0.005819534,34.180199,0.22483036,0.64676958,0.071982868,0.030207479,7.4,127,93,4,6.8944926,"9300173270",TRUE,1
"1992","CA","Losangeles",2003,1,0,1,2013,9992484,16149,0.39151594,0.26244691,0.64045602,0.097097039,0.68823755,0.26676694,66,0.49885097,0.56809318,0.11203381,34.006916,0.34366822,0.47790098,0.087258294,0.11647391,9.8,39461,37,0,39.490681,"3700161490",TRUE,1
"1993","VA","Loudoun",0,0,0,0,2013,349915,20757,0.4701204,0.27026901,0.66908938,0.060641594,0.85926938,0.36242625,41,0.49709156,0.89511085,0.071613513,32.980564,0.23808014,0.62457347,0.070386812,0.018073056,4.3,166,107,0,4.7440095,"10700207570",FALSE,1
"1994","VA","Louisa",0,0,0,0,2013,33987,12390,0.18420663,0.25205413,0.61057812,0.13736777,0.60872716,0.11891108,91,0.49387455,0.73653138,0.25746617,37.553406,0.22287281,0.59119225,0.069889121,0.089855589,5.5,195,109,0,57.374878,"10900123900",FALSE,1
"1995","OH","Lucas",0,0,0,0,2013,436156,13778,0.45642692,0.26454437,0.6058383,0.12961733,0.76639694,0.21750927,100,0.4770796,0.82220387,0.14805748,35.956951,0.282947,0.51230377,0.10368099,0.12046254,8.7,900,95,0,20.634819,"9500137780",FALSE,1
"1996","PA","Luzerne",2009,1,1,1,2013,319637,12002,0.36072028,0.21387845,0.58890319,0.19721834,0.7336092,0.18041211,136,0.47300768,0.98097509,0.012061594,41.08556,0.26915649,0.52917969,0.061275546,0.082782649,9.1,165,79,4,5.1621056,"7900120020",TRUE,1
"1997","MI","Macomb",2013,1,0,0,2013,857110,16187,0.44697797,0.23927099,0.63742679,0.1233022,0.77583742,0.19751963,85,0.48584473,0.96694452,0.014496794,36.919502,0.25676826,0.57565463,0.082093336,0.040068962,9.4,504,99,0,5.8802252,"9900161870",TRUE,1
"1998","IL","Macon",2008,1,1,1,2013,109561,13762,0.44660681,0.25943211,0.59482449,0.14574338,0.76571828,0.18776658,104,0.4765285,0.87194341,0.12059963,37.668907,0.22578081,0.578255,0.095755108,0.098401889,11.2,247,115,5,22.544519,"11500137620",TRUE,1
"1999","CA","Madera",2015,0,0,0,2013,151370,10856,0.19853559,0.31085253,0.566818,0.12232944,0.62094635,0.16583493,71,0.50188446,0.71936655,0.028311953,34.767578,0.22466703,0.60683656,0.079544231,0.13107814,12.7,3131,39,-2,206.84416,"3900108560",TRUE,1
"2000","AR","Madison",0,0,0,0,2013,15679,8548,0.15656739,0.26811844,0.56773973,0.16414185,0.60742831,0.099553362,103,0.49061802,0.98424858,0.00025822001,38.417542,0.1551915,0.68264335,0.06752269,0.17123881,5.7,668,87,0,426.04758,"870085480",FALSE,1
"2001","IL","Madison",2007,1,1,1,2013,267268,13272,0.32937193,0.25577158,0.60544139,0.13878702,0.76233888,0.18856955,102,0.4797222,0.9236834,0.064741328,37.150894,0.23270823,0.57867146,0.091624938,0.084840238,8.9,201,119,6,7.5205412,"11900132720",TRUE,1
"2002","MS","Madison",0,0,0,0,2013,99485,12020,0.37545079,0.2959252,0.60887831,0.095196493,0.72628075,0.32497555,77,0.47438377,0.55376065,0.44114587,33.012268,0.3053439,0.50964284,0.078458138,0.19774136,5.8,760,89,0,76.393425,"8900120200",FALSE,1
"2003","OH","Madison",0,0,0,0,2013,43256,12053,0.26486456,0.24770692,0.65153229,0.10076077,0.6921252,0.12453725,76,0.54186898,0.91580337,0.074565664,35.202629,0.24277751,0.56994766,0.10159065,0.061846875,6.2,3830,97,0,885.42627,"9700120530",FALSE,1
"2004","OH","Mahoning",2003,1,0,1,2013,234393,11668,0.35616264,0.24515682,0.58459401,0.17024916,0.75230992,0.17030664,123,0.47221741,0.83498484,0.14984933,39.122723,0.25336531,0.54518104,0.084382445,0.12820829,8.5,227,99,10,9.6845894,"9900116680",TRUE,1
"2005","FL","Manatee",0,0,0,0,2013,341855,14444,0.32395718,0.19185005,0.52753568,0.28061426,0.74896717,0.20447178,127,0.47304529,0.89901608,0.077465557,45.089909,0.16672309,0.6084106,0.094972134,0.067998849,7,1049,81,0,30.685524,"8100144440",FALSE,1
"2006","AZ","Maricopa",2003,0,1,1,2013,4017723,14970,0.52439821,0.261906,0.61309665,0.12499735,0.80454928,0.26666424,76,0.49280313,0.84794265,0.034992207,35.517113,0.2560842,0.55389398,0.10692005,0.087726913,6.6,5889,13,0,14.657556,"1300149700",TRUE,1
"2007","CA","Marin",2004,0,0,1,2013,258409,28381,0.40862945,0.19094639,0.68663079,0.12242281,0.90650719,0.4823274,77,0.49544972,0.88714278,0.03551561,39.322174,0.28370312,0.51828039,0.11970838,0.029687181,5.2,676,41,9,26.16008,"4100283810",TRUE,1
"2008","FL","Marion",2009,0,1,1,2013,335083,11782,0.31794921,0.22117403,0.55715406,0.22167189,0.69146752,0.16312464,129,0.48150468,0.8576268,0.12751433,42.035954,0.17446855,0.61711639,0.094839603,0.10751255,8.9,530,83,4,15.816977,"8300117820",TRUE,1
"2009","IN","Marion",1996,1,1,1,2013,929922,14614,0.62733155,0.25488642,0.62867385,0.11643976,0.76456612,0.25233638,90,0.47493535,0.77153867,0.21282329,35.432877,0.27777156,0.50268018,0.12409607,0.093016766,8.3,1599,97,0,17.19499,"9700146140",TRUE,1
"2010","IL","Mason",0,0,0,0,2013,14144,11036,0.16147274,0.26031101,0.56469357,0.17499539,0.72834581,0.1319202,108,0.48693836,0.99452949,0.00049173273,39.12318,0.18390535,0.6349318,0.078749411,0.12295435,10.9,536,125,0,378.95929,"12500110360",FALSE,1
"2011","IL","Mcdonough",0,0,0,0,2013,32253,10089,0.27922484,0.18405969,0.67852682,0.13741346,0.85961062,0.23978686,95,0.49673703,0.93610263,0.035580523,35.343349,0.41220248,0.44649681,0.058967482,0.10802919,8.3,133,109,0,41.236473,"10900100890",FALSE,1
"2012","IL","Mchenry",2007,1,1,1,2013,307605,17271,0.40085462,0.29072097,0.61465502,0.09462402,0.84041125,0.26245126,61,0.49965891,0.9762826,0.0016917611,34.090973,0.21183805,0.65051156,0.070750743,0.025277877,8.7,185,111,6,6.0142064,"11100172710",TRUE,1
"2015","CA","Merced",2012,0,0,1,2013,262026,10606,0.19452026,0.34005034,0.56764179,0.092307866,0.63441813,0.17341639,67,0.50494665,0.67420393,0.04777386,31.604568,0.24932452,0.58322573,0.080575258,0.15434633,14.7,372,47,1,14.197064,"4700106060",TRUE,1
"2017","KS","Miami",0,0,0,0,2013,32834,12563,0.24857241,0.27776358,0.58395123,0.13828517,0.77919257,0.17838281,86,0.4916901,0.96458703,0.024077389,37.039803,0.19441514,0.63559651,0.08232943,0.052182015,5.6,1141,121,0,347.50565,"12100125630",FALSE,1
"2018","MA","Middlesex",2014,0,0,0,2013,1560204,20343,0.53343159,0.20807913,0.66669887,0.12522203,0.84747726,0.39292473,80,0.48138463,0.92058736,0.028771484,37.268795,0.34534115,0.5041734,0.063154332,0.042452518,5.4,5201,17,-1,33.335384,"1700203430",TRUE,1
"2020","WI","Milwaukee",0,0,0,0,2013,957443,13383,0.48494333,0.25675848,0.60711056,0.13613093,0.76506257,0.23642908,96,0.47410908,0.74943888,0.20376848,36.200695,0.33202016,0.46802205,0.094575316,0.12553555,8.3,1442,79,0,15.060948,"7900133830",FALSE,1
"2021","AZ","Mohave",0,0,0,0,2013,203126,11933,0.3118389,0.22594307,0.56792194,0.20613496,0.72335386,0.14503913,117,0.4979946,0.95012677,0.0032407457,41.868958,0.15211983,0.64134866,0.10924681,0.086825565,10.4,2435,15,0,119.87634,"1500119330",FALSE,1
"2023","FL","Monroe",0,0,0,0,2013,75813,18869,0.38034451,0.1737286,0.66662824,0.15964319,0.79401648,0.26179039,91,0.52517176,0.92074233,0.05386804,41.175343,0.21701384,0.56867033,0.12795044,0.070040405,5.1,652,87,0,86.001083,"8700188690",FALSE,1
"2024","IL","Monroe",0,0,0,0,2013,33457,13886,0.22353046,0.26714835,0.59874231,0.13410936,0.76888806,0.19168803,87,0.49183837,0.99286413,0.00057978771,36.970566,0.19990748,0.65500492,0.05852079,0.033491261,6.7,551,133,0,164.68901,"13300138860",FALSE,1
"2025","MI","Monroe",2016,0,0,0,2013,150139,13893,0.26062873,0.28625748,0.61024702,0.10349551,0.74385369,0.16409062,84,0.49288175,0.96872008,0.017507484,34.809155,0.23804846,0.60382879,0.077892482,0.06931781,7.3,139,115,-3,9.2580872,"11500138930",TRUE,1
"2027","MD","Montgomery",2016,1,1,0,2013,1015172,25591,0.45343298,0.23545264,0.66218507,0.10236227,0.89805436,0.51627934,60,0.48199072,0.76699376,0.12188073,36.158913,0.28242841,0.56702083,0.069207944,0.02749823,4.9,1004,31,0,9.8899498,"3100255910",TRUE,1
"2028","OH","Montgomery",2003,0,0,1,2013,534270,14495,0.49476045,0.24858446,0.62592429,0.12549123,0.7768293,0.24576904,96,0.47902524,0.80784893,0.17744058,36.540565,0.25803113,0.53846288,0.1100964,0.097538389,8.3,1041,113,0,19.484529,"11300144950",TRUE,1
"2029","PA","Montgomery",2009,0,0,1,2013,812586,21990,0.67865586,0.22548668,0.62410581,0.15040752,0.84030575,0.36140576,95,0.48074579,0.91443288,0.057695568,38.741497,0.25949717,0.57957149,0.061438575,0.022452598,5.7,464,91,4,5.710165,"9100219900",TRUE,1
"2031","OR","Multnomah",2008,0,0,1,2013,766532,14462,0.65344149,0.23107211,0.63295466,0.13597323,0.82252073,0.28059614,93,0.48613688,0.86984295,0.060170889,37.114735,0.28688511,0.48464659,0.13139458,0.088842444,6.7,4441,51,5,57.936264,"5100144620",TRUE,1
"2032","MN","Murray",0,0,0,0,2013,8507,10871,0.21149068,0.27122152,0.52267081,0.20610766,0.70298719,0.15803698,99,0.49368531,0.99689442,0,40.581055,0.18623373,0.67798203,0.032738496,0.11098941,5.4,137,101,0,161.04385,"10100108710",FALSE,1
"2033","GA","Muscogee",2008,1,0,1,2013,203225,11949,0.44521916,0.27020046,0.62175506,0.10804449,0.72432369,0.20036112,94,0.48596594,0.58993298,0.38019723,34.45145,0.25528243,0.51672262,0.10470312,0.14883798,9.3,294,215,0,14.466724,"21500119490",TRUE,1
"2034","MI","Muskegon",2009,0,1,1,2013,172273,11345,0.33610511,0.2809357,0.58824527,0.13081902,0.74160236,0.17863958,90,0.48840442,0.84242338,0.13597052,35.833229,0.24903193,0.55579317,0.10148039,0.12424299,9.8,644,121,4,37.382526,"12100113450",TRUE,1
"2035","CA","Napa",2009,1,1,1,2013,139580,17640,0.37911797,0.23220332,0.60222995,0.16556674,0.79764467,0.28875935,107,0.4955717,0.88899022,0.01086986,39.038982,0.23459274,0.55866224,0.10808685,0.045560952,7,245,55,4,17.552658,"5500176400",TRUE,1
"2036","FL","Nassau",0,0,0,0,2013,75384,13288,0.27432239,0.27090871,0.62750053,0.10159077,0.70522958,0.16095152,82,0.49464053,0.88912404,0.10291072,35.55991,0.19486037,0.61877692,0.10097577,0.082632482,7,2768,89,0,367.18668,"8900132880",FALSE,1
"2037","DE","Newcastle",2015,0,0,0,2013,548331,17442,0.56083095,0.24002706,0.64608574,0.11388722,0.81077355,0.29213217,83,0.48398447,0.8041684,0.16480294,35.800262,0.29859039,0.52898276,0.081958681,0.050153941,6.4,946,3,-2,17.252354,"300174420",TRUE,1
"2039","GA","Newton",0,0,0,0,2013,102040,11641,0.31266743,0.2792767,0.61521721,0.10550612,0.61058766,0.12175795,85,0.47878397,0.76949388,0.22380884,34.521168,0.22977488,0.58435071,0.08502201,0.11014291,9.6,7651,217,0,749.80402,"21700116410",FALSE,1
"2040","MO","Newton",0,0,0,0,2013,58378,11136,0.34683317,0.26488918,0.5899201,0.14519069,0.73143488,0.16680987,105,0.48698393,0.96748793,0.0039149509,37.477623,0.17358544,0.65063512,0.080687068,0.10902578,6.1,574,145,0,98.324715,"14500111360",FALSE,1
"2042","MI","Oakland",2015,0,1,0,2013,1235468,21125,0.64515978,0.24737909,0.6438272,0.10879371,0.84241307,0.34493721,74,0.48627806,0.8957929,0.071510307,36.181351,0.25905642,0.57571298,0.090302192,0.044096451,7.7,698,125,0,5.6496811,"12500211250",TRUE,1
"2044","FL","Okaloosa",2003,1,1,1,2013,192688,13147,0.38570416,0.25953567,0.64782715,0.092637159,0.83379632,0.2584796,69,0.50608587,0.87073642,0.090467118,34.586254,0.20287968,0.6257478,0.097525969,0.078425474,6,1658,91,10,86.045837,"9100131470",TRUE,1
"2045","WA","Okanogan",0,0,0,0,2013,41053,10346,0.26407796,0.28746626,0.57364321,0.13889055,0.69578159,0.16559041,95,0.50458771,0.82803601,0.0015592204,37.002609,0.19993655,0.60750258,0.095408045,0.169462,8.4,4671,47,0,1137.7975,"4700103460",FALSE,1
"2047","CA","Orange",2002,1,1,1,2013,3104950,19890,0.48534322,0.24446766,0.66380537,0.091726974,0.79213458,0.32695413,60,0.50364316,0.78595686,0.017705875,34.518311,0.29861215,0.53535652,0.092765361,0.052249826,6.7,4251,59,0,13.691042,"5900198900",TRUE,1
"2048","FL","Orange",2006,1,1,1,2013,1227435,14570,0.68772429,0.23835889,0.65531647,0.10632466,0.78953451,0.26579946,71,0.49603757,0.79567254,0.15216734,35.06633,0.28539097,0.52112603,0.10753906,0.078164287,7.1,4378,95,7,35.667877,"9500145700",TRUE,1
"2051","LA","Orleans",2002,1,1,1,2013,378637,11372,0.40990224,0.27460569,0.59528148,0.13011281,0.68969339,0.23659036,111,0.46461129,0.3492468,0.61924827,35.407764,0.37896851,0.37195781,0.09914764,0.2729007,7,2337,71,0,61.721386,"7100113720",TRUE,1
"2052","VT","Orleans",0,0,0,0,2013,27135,10458,0.28811374,0.28378996,0.58109176,0.13511828,0.71101022,0.18400837,103,0.49299464,0.99251652,0.002037168,36.546295,0.2184654,0.60162514,0.083383322,0.11175662,6.8,971,19,0,357.84042,"1900104580",FALSE,1
"2053","MI","Ottawa",0,0,0,0,2013,274385,14347,0.47276425,0.29333007,0.60828257,0.098387368,0.80358809,0.24562977,64,0.49301267,0.95689893,0.0053097438,33.426952,0.2425261,0.63948321,0.057652269,0.037861515,6,318,139,0,11.589555,"13900143470",FALSE,1
"2054","FL","Palmbeach",0,0,0,0,2013,1376462,19937,0.4453561,0.19635144,0.56017941,0.24346916,0.78201902,0.27345288,115,0.48005715,0.84796262,0.12472815,43.173031,0.20696491,0.58321726,0.091695376,0.062370982,7.5,1559,99,0,11.326139,"9900199370",FALSE,1
"2055","FL","Pasco",0,0,0,0,2013,474352,11732,0.21614835,0.17864625,0.49829084,0.32306293,0.66552198,0.13727714,158,0.47387162,0.96274692,0.01941088,47.357944,0.14234835,0.64465433,0.079466984,0.079454683,8,3305,101,0,69.673996,"10100117320",FALSE,1
"2057","MS","Pearlriver",0,0,0,0,2013,54833,9418,0.16490158,0.28940436,0.59446198,0.1161337,0.69679701,0.17843746,91,0.48416594,0.8495118,0.14322984,35.450714,0.21110959,0.6082744,0.074313298,0.1813553,7.4,591,109,0,107.78181,"1090094180",FALSE,1
"2058","WA","Pierce",2015,1,0,0,2013,821012,13439,0.31159171,0.27234423,0.62276721,0.10488858,0.82549238,0.22909999,75,0.49961361,0.85063022,0.072005771,34.371525,0.24401437,0.56507146,0.10874996,0.08653947,8.1,10409,53,-2,126.78255,"5300134390",TRUE,1
"2059","AZ","Pima",2000,1,1,1,2013,997127,13177,0.3800084,0.24921726,0.61361265,0.13717011,0.80152655,0.27036157,88,0.48924243,0.78721207,0.031182522,36.370899,0.27624261,0.52713263,0.10837086,0.12005811,6.8,2238,19,0,22.444483,"1900131770",TRUE,1
"2060","FL","Pinellas",0,0,0,0,2013,928414,15712,0.41859478,0.17783643,0.56188565,0.26027787,0.77472574,0.24123515,139,0.46681008,0.90455687,0.077340811,44.830791,0.19825657,0.55084324,0.11083391,0.062328681,6.9,3913,103,0,42.147144,"10300157120",FALSE,1
"2061","CA","Placer",1999,1,0,1,2013,365398,17311,0.39656588,0.26173058,0.618909,0.1193604,0.84502822,0.29731807,76,0.49525452,0.93722075,0.0059781475,36.619289,0.20158143,0.61997795,0.097306192,0.052776057,7.8,908,61,14,24.849615,"6100173110",TRUE,1
"2062","MA","Plymouth",2010,1,1,1,2013,502792,16523,0.31222031,0.26253918,0.62216848,0.11529236,0.83358693,0.28644544,85,0.48835221,0.93434739,0.03795293,35.698307,0.2822586,0.55534625,0.072407804,0.05257028,6.9,1690,23,3,33.612309,"2300165230",TRUE,1
"2063","FL","Polk",2007,1,1,1,2013,622633,12392,0.37468362,0.24111085,0.57327902,0.18561012,0.67638659,0.17027304,106,0.48495001,0.8435303,0.13415742,39.572407,0.19211221,0.60136873,0.097393908,0.093710244,8.6,520,105,6,8.3516293,"10500123920",TRUE,1
"2064","IA","Polk",0,0,0,0,2013,452657,15365,0.68138415,0.25056857,0.63424224,0.11518922,0.85044366,0.29992822,76,0.476533,0.92672253,0.045237511,35.644878,0.25934932,0.55612695,0.10261088,0.066138849,4.8,928,153,0,20.501175,"15300153650",FALSE,1
"2065","IN","Posey",0,0,0,0,2013,25561,12879,0.29778957,0.28049907,0.5999307,0.11957024,0.76263303,0.16389498,82,0.49422365,0.98536658,0.010898029,35.844654,0.18829106,0.66300237,0.074832335,0.054399565,6.2,4497,129,0,1759.3208,"12900128790",FALSE,1
"2066","IA","Pottawattamie",2014,0,0,0,2013,92855,11734,0.3369076,0.27263156,0.59356391,0.13380452,0.76666778,0.17014293,89,0.48064822,0.98277825,0.0056155301,36.656933,0.21911781,0.5943712,0.092509076,0.084425732,4.6,1476,155,-1,158.95752,"15500117340",TRUE,1
"2067","PA","Potter",0,0,0,0,2013,17453,9905,0.28808996,0.27463061,0.56062692,0.16474248,0.73719007,0.14504132,99,0.48579291,0.9947359,0.0011963869,38.300713,0.20270689,0.62026298,0.068832174,0.11659483,9,1170,105,0,670.37183,"1050099050",FALSE,1
"2068","AR","Pulaski",0,0,0,0,2013,391512,13760,0.61982781,0.26237774,0.62257338,0.11504891,0.7888853,0.26330301,88,0.47612253,0.7222845,0.26368472,35.464172,0.24653737,0.54227221,0.11283219,0.10471299,6.4,1066,119,0,27.227774,"11900137600",FALSE,1
"2069","FL","Putnam",0,0,0,0,2013,72370,10079,0.20418011,0.25421855,0.56546795,0.18031351,0.63739765,0.12569278,120,0.48776701,0.79943138,0.1834947,39.607838,0.18893506,0.59753031,0.094360232,0.14769737,10.8,1718,107,0,237.39119,"10700100790",FALSE,1
"2071","WI","Racine",0,0,0,0,2013,194680,14023,0.41331971,0.27778032,0.6017288,0.12049088,0.76451808,0.21254615,86,0.48524287,0.86896259,0.097118273,35.726143,0.25808331,0.5741812,0.085556902,0.0789157,8.3,221,101,0,11.351962,"10100140230",FALSE,1
"2072","MN","Ramsey",2005,0,0,1,2013,527131,15645,0.59407121,0.24724713,0.6304962,0.12225664,0.8497408,0.3357839,81,0.47756425,0.88041955,0.046676893,35.635605,0.32371971,0.50136101,0.089244679,0.080888599,5,1417,123,8,26.881363,"12300156450",TRUE,1
"2073","TX","Randall",0,0,0,0,2013,126753,15369,0.22611043,0.27325952,0.62745756,0.09928295,0.85350639,0.30407867,65,0.4820849,0.9437958,0.012434066,34.80555,0.20079912,0.63840175,0.09134762,0.063416757,4.3,516,381,0,40.709095,"38100153690",FALSE,1
"2074","AL","Randolph",0,0,0,0,2013,22547,9092,0.23318747,0.26080176,0.57366329,0.16553493,0.52270406,0.10524882,123,0.48387909,0.7614305,0.23570243,38.43026,0.19984676,0.59954029,0.071638361,0.14599052,7.9,905,111,0,401.38379,"1110090920",FALSE,1
"2076","GA","Richmond",0,0,0,0,2013,201335,11799,0.37317821,0.27131179,0.62801301,0.10067521,0.71688342,0.20867853,97,0.48544425,0.55140495,0.41977346,33.977192,0.29376075,0.48727828,0.10439043,0.14797132,9.8,476,245,0,23.642189,"24500117990",FALSE,1
"2077","CA","Riverside",2006,0,0,1,2013,2286755,14510,0.26341814,0.28473794,0.58310956,0.1321525,0.72713023,0.20082802,80,0.50016361,0.76448828,0.054332104,35.069042,0.23389116,0.58683169,0.090151913,0.083690375,10,2978,65,0,13.02282,"6500145100",TRUE,1
"2078","IL","Rockisland",2007,1,1,1,2013,147650,13214,0.43119758,0.2548967,0.59580564,0.14929768,0.77608186,0.20067117,105,0.48088729,0.89715779,0.070520364,37.764965,0.23871183,0.55432701,0.10571854,0.10162999,8.3,219,161,6,14.832374,"16100132140",TRUE,1
"2080","TN","Rutherford",2017,1,1,0,2013,281148,12536,0.56479716,0.2679683,0.64760059,0.084431134,0.75594521,0.20945697,56,0.49230835,0.89179391,0.090056509,33.046047,0.2616162,0.58276439,0.08601483,0.076010868,6.2,241,149,-4,8.5719976,"14900125360",TRUE,1
"2081","CA","Sacramento",2007,0,0,1,2013,1457341,15265,0.35034609,0.26409334,0.63001347,0.10589319,0.81558299,0.29839522,74,0.48944458,0.75135589,0.093283929,34.796307,0.27705327,0.51498938,0.11699743,0.09764491,9,2538,67,0,17.415279,"6700152650",TRUE,1
"2082","MI","Saginaw",2013,1,1,0,2013,196794,12355,0.39652082,0.28109518,0.59810519,0.12079964,0.74807948,0.18542106,89,0.47647986,0.78052902,0.17386033,35.640327,0.27463967,0.54394186,0.084403284,0.14715974,9,350,145,0,17.785095,"14500123550",TRUE,1
"2083","CA","Sanbenito",0,0,0,0,2013,57239,13933,0.24236314,0.31067935,0.59053874,0.098781914,0.67726374,0.189482,56,0.50540918,0.69806796,0.0055590374,33.247921,0.24869217,0.60497904,0.074129038,0.072577141,11.2,2955,69,0,516.25641,"6900139330",FALSE,1
